Doc,Sum,Subject,Stems
_cr0525,"This paper examines EthiopiaÛªs 2004 Article IV Consultation and Sixth Review Under the Three-Year Arrangement Under the Poverty Reduction and Growth Facility (PRGF). The PRGF program remains on track. All the quantitative performance criteria under the PRGF for end-March 2004, the structural performance criteria for end-June 2004, as well as all the benchmarks for these test dates have been met. In particular, the implementation of the Commercial Bank of Ethiopia (CBE) restructuring plan has progressed as planned. The 2004/05 federal budget requires substantial domestic financing as spending initiatives outpace revenue growth.","['Article IV consultations', 'Economic conditions', 'Ethiopia', 'Poverty Reduction and Growth Facility', 'Public information', 'Staff Reports']","['arrang', 'remain', 'three-year', 'feder', 'consult', 'test', 'requir', 'growth', 'restructur', 'facil', 'benchmark', 'progress', 'financ', 'substanti', 'sixth', 'poverti', 'commerci', 'track', 'structur', 'end-march', 'perform', 'criteria', 'particular', 'quantit', 'plan', 'reduct', 'implement', 'cbe', 'ethiopia', 'initi', 'revenu', 'ethiopia\x89ûª', 'domest', 'outpac', 'examin', 'budget', 'met', 'prgf', 'articl', 'date', 'well', 'paper', 'spend', 'end-jun', 'iv', 'bank', 'program', 'review']"
_cr0515,"This 2004 Article IV Consultation highlights that six years after the 1998 financial crisis, Ukraine continues to recover strongly. In 2003, real GDP grew by 9.4 percent, despite a poor harvest, and reached 13.5 percent through July 2004. Growth in 2003ÛÒ04 has been prompted by favorable external demand, a competitive cost structure, and dynamic domestic demand. Inflation has been moderate, but strong upward pressures are emerging. There has been progress in the structural reform agenda, but tax administration should improve.","['Article IV consultations', 'Economic conditions', 'Public information', 'Staff Reports', 'Ukraine']","['recov', 'prompt', 'consult', 'emerg', 'moder', 'gdp', 'growth', 'inflat', 'despit', 'real', 'crisi', 'progress', 'dynam', 'strong', 'competit', 'improv', 'juli', 'grew', 'pressur', 'structur', 'favor', 'poor', 'year', 'six', 'tax', 'percent', 'continu', 'cost', 'highlight', 'domest', 'extern', 'harvest', 'ukrain', 'agenda', 'articl', 'reform', 'demand', 'reach', 'upward', 'administr', 'iv', 'financi']"
_cr0523,"This paper examines Sierra LeoneÛªs 2004 Article IV Consultation, the Fifth Review Under the Poverty Reduction and Growth Facility (PRGF), and Requests for Waiver of Performance Criteria. Growth prospects in the medium term are encouraging, largely based on some mining projects coming to fruition, agricultural expansion, and service-related activities. Real growth is projected in the range of between 6 percent and 7 percent in 2005ÛÒ07, reflecting these activities in the countryÛªs post-conflict phase. Inflation is expected to revert to low single digits, while the current account deficits would narrow, aided by growth in mineral exports.","['Article IV consultations', 'Economic conditions', 'Performance criteria waivers', 'Poverty Reduction and Growth Facility', 'Public information', 'Sierra Leone', 'Staff Reports']","['consult', 'growth', 'term', 'reflect', 'inflat', 'facil', 'encourag', 'activ', 'real', 'expect', 'project', 'current', 'service-rel', 'poverti', 'larg', 'medium', 'country\x89ûª', 'digit', 'waiver', 'expans', 'perform', 'criteria', 'reduct', 'request', 'fifth', 'revert', 'mine', 'come', 'rang', 'percent', 'low', 'base', 'phase', 'deficit', 'export', 'examin', 'aid', 'narrow', 'miner', 'singl', 'account', 'would', 'prgf', 'articl', 'post-conflict', 'leone\x89ûª', 'paper', 'prospect', 'agricultur', 'iv', 'fruition', 'sierra', 'review']"
_cr0519,"This paper examines Azerbaijan RepublicÛªs 2004 Article IV Consultation and Fourth Review Under the Poverty Reduction and Growth Facility. A long-term oil revenue management strategy has been adopted by the authorities, targeting a path of non-oil deficits over the medium term that seeks to preserve macroeconomic stability and also avoid overstretching implementation capacity. To ensure coherent fiscal policy, annual budgets will need to start from the poverty reduction strategy and incorporate public investment and regional development programs.","['Article IV consultations', 'Azerbaijan', 'Economic conditions', 'Performance criteria waivers', 'Poverty Reduction and Growth Facility', 'Staff Reports']","['consult', 'republic\x89ûª', 'growth', 'strategi', 'term', 'facil', 'non-oil', 'path', 'capac', 'develop', 'fourth', 'preserv', 'invest', 'need', 'poverti', 'macroeconom', 'public', 'long-term', 'seek', 'medium', 'incorpor', 'coher', 'polici', 'adopt', 'reduct', 'implement', 'region', 'also', 'manag', 'deficit', 'examin', 'budget', 'annual', 'oil', 'ensur', 'start', 'azerbaijan', 'articl', 'target', 'paper', 'iv', 'stabil', 'program', 'fiscal', 'revenu', 'review', 'author', 'avoid', 'overstretch']"
_cr0508,"The staff report for the 2004 Article IV Consultation on Lao PeopleÛªs Democratic Republic (PDR) highlights economic developments and policies. Lao PDRÛªs recent macroeconomic performance has been relatively encouraging. Although some headway has been made in reforming the state banks and state-owned enterprises, progress in mobilizing revenues and strengthening expenditure management has been slow, owing to capacity constraints and difficulty in advancing reforms in a decentralized fiscal structure. IMF staff encouraged the authorities to maintain progress in restructuring the two state banks, as both banks remain vulnerable.","['Article IV consultations', 'Economic conditions', 'Public information', 'Staff Reports']","['two', 'remain', 'constraint', 'slow', 'consult', 'lao', 'people\x89ûª', 'pdr', 'restructur', 'encourag', 'state', 'progress', 'expenditur', 'econom', 'develop', 'pdr\x89ûªs', 'capac', 'macroeconom', 'maintain', 'author', 'made', 'owe', 'polici', 'structur', 'vulner', 'headway', 'perform', 'advanc', 'although', 'difficulti', 'state-own', 'staff', 'manag', 'enterpris', 'recent', 'highlight', 'relat', 'articl', 'democrat', 'reform', 'strengthen', 'republ', 'iv', 'mobil', 'decentr', 'bank', 'revenu', 'fiscal', 'imf', 'report']"
_cr0504,"This 2004 Article IV Consultation highlights that Trinidad and TobagoÛªs economy, which is endowed with large energy reserves, is experiencing a strong energy sector-based expansion owing to increased output and high international prices. The energy sector already accounts for about 40 percent of GDP, 83 percent of domestic goods exports, and slightly more than 40 percent of government revenue. The balance of payments recorded an increased surplus in 2003, despite large capital outflows, reflecting the strong performance of the energy sector.","['Article IV consultations', 'Public information', 'Staff Reports', 'Trinidad and Tobago']","['consult', 'gdp', 'reflect', 'increas', 'despit', 'capit', 'balanc', 'tobago\x89ûª', 'energi', 'output', 'strong', 'larg', 'experienc', 'sector-bas', 'intern', 'sector', 'owe', 'outflow', 'expans', 'reserv', 'perform', 'endow', 'slight', 'surplus', 'percent', 'payment', 'export', 'highlight', 'domest', 'good', 'account', 'articl', 'high', 'price', 'govern', 'record', 'iv', 'alreadi', 'revenu', 'trinidad', 'economi']"
_cr04419,"This 2004 Article IV Consultation highlights that economic activity in Mexico accelerated to 3.8 percent in the first half of 2004 over the previous year. This recovery is partly attributable to strengthening U.S. industrial production, as reflected in growth in Mexican manufactured exports of 10å_ percent (seasonally adjusted) in the first seven months of 2004 over the same period in 2003. The government has made significant progress in strengthening the structure of public debt. Several liability management operations have helped to improve the efficiency of the yield curve.","['Article IV consultations', 'Mexico', 'Public information', 'Staff Reports']","['consult', 'attribut', 'growth', 'reflect', 'curv', 'activ', 'progress', 'liabil', 'econom', 'public', 'industri', 'season', 'acceler', 'u.s.', 'signific', 'mexico', 'improv', 'month', 'made', 'help', 'structur', 'period', 'product', 'first', 'recoveri', 'seven', 'year', 'mexican', 'manufactur', 'percent', 'manag', 'part', 'highlight', 'export', 'effici', 'half', 'sever', 'oper', 'articl', 'debt', 'strengthen', 'previous', 'govern', 'iv', 'adjust', 'yield']"
_cr04411,"This paper focuses on PakistanÛªs 2004 Article IV Consultation, Ninth Review Under the Three-Year Arrangement Under the Poverty Reduction and Growth Facility (PRGF), and Request for Waiver of Performance Criteria (PCs). Implementation of the PRGF program in Pakistan remains broadly on track. All quantitative PCs and indicative targets for end-June 2004 were met. Structural reforms continue to be advancing, although four structural PCs were breached. A temporary intensification of an existing and the imposition of a new exchange restriction, however, were quickly reversed, and new tax exemptions have been offset by other tax measures.","['Announcements', 'Article IV consultations', 'Pakistan', 'Performance criteria waivers', 'Poverty Reduction and Growth Facility', 'Public information', 'Staff Reports']","['offset', 'arrang', 'remain', 'three-year', 'measur', 'consult', 'growth', 'pcs', 'howev', 'facil', 'broad', 'breach', 'new', 'poverti', 'track', 'ninth', 'structur', 'waiver', 'advanc', 'perform', 'criteria', 'pakistan', 'although', 'quantit', 'temporari', 'reduct', 'implement', 'request', 'intensif', 'focus', 'restrict', 'tax', 'continu', 'quick', 'exempt', 'met', 'indic', 'four', 'imposit', 'prgf', 'articl', 'pakistan\x89ûª', 'reform', 'target', 'paper', 'exchang', 'end-jun', 'iv', 'program', 'review', 'revers', 'exist']"
_cr04410,"This paper examines ArmeniaÛªs 2004 Article IV Consultation, Sixth Review Under the Poverty Reduction and Growth Facility, and Request for Waiver of Performance Criteria. ArmeniaÛªs strong economic performance has been continuing in 2004. In JanuaryÛÒSeptember, the year-over-year rate of GDP growth was 10 percent, fueled by increases in agricultural production, housing construction, and services. Since mid-2003, banking sector performance has improved, and there has been a gradual return of confidence toward banks following the resolution of eight intervened banks.","['Announcements', 'Armenia', 'Performance criteria waivers', 'Poverty Reduction and Growth Facility', 'Public information', 'Republic of Armenia', 'Staff Reports']","['consult', 'growth', 'gdp', 'increas', 'gradual', 'facil', 'econom', 'confid', 'year-over-year', 'strong', 'armenia\x89ûª', 'sixth', 'poverti', 'january\x89ûòseptemb', 'improv', 'toward', 'sector', 'mid-2003', 'fuel', 'hous', 'product', 'waiver', 'eight', 'perform', 'criteria', 'rate', 'reduct', 'request', 'percent', 'continu', 'interven', 'examin', 'construct', 'articl', 'paper', 'resolut', 'agricultur', 'iv', 'return', 'bank', 'follow', 'review', 'sinc', 'servic']"
_cr04397,"This 2003 Article IV Consultation highlights that after a contraction in GDP of more than 4 percent in 2001 and only a marginal expansion in 2002, the pace of economic growth in St. Lucia accelerated in 2003 to 3.7 percent, driven by a rebound in tourism of close to 17 percent. Despite the pickup in growth, the overall economic situation remained difficult in 2003, as an ongoing recovery in the tourism sector has not spilled over to the whole economy. Unemployment remained high, and bank credit to the private sector is declining.","['Article IV consultations', 'Public information', 'St. Lucia', 'Staff Reports']","['remain', 'consult', 'gdp', 'onli', 'growth', 'privat', 'despit', 'econom', 'margin', 'whole', 'acceler', 'spill', 'driven', 'sector', 'expans', 'recoveri', 'rebound', 'pace', 'situat', 'overal', 'percent', 'difficult', 'pickup', 'highlight', 'st.', 'credit', 'ongo', 'contract', 'articl', 'high', 'declin', 'tourism', 'iv', 'bank', 'unemploy', 'lucia', 'close', 'economi']"
